series_id,model_label,rho_true,k,rho_phys,rho_dl,rho_ml,fit_failed
1069,SIR,0.004999999888241291,10,0.044590221205772246,1.0612787946229219e-06,0.005449332583945875,False
2657,SIR,0.01953125,10,0.21053914627570633,0.00020741010666824877,0.059977153702135265,False
2156,SIR,0.0048828125,10,0.04354736874975224,1.0709509297157638e-06,0.005449332583945875,False
2735,SIR,0.021484375,10,0.18178911989847332,0.00010278799163643271,0.034397500453799544,False
4465,SIR,0.1185000017285347,10,0.9908002608823574,0.00033349235309287906,0.3327734922804082,False
2106,SIR,0.0048828125,10,0.06594576169529638,9.994143965741387e-07,0.005449332583945875,False
5492,SIS,0.00800000037997961,10,0.004999999888241291,8.613040699856356e-05,0.11370258057151889,False
3753,SIR,0.9160683155059814,10,0.95623638571186,0.0026065686251968145,0.837849160845844,False
2896,SIR,0.115234375,10,0.29478032575047813,0.0003637491900008172,0.3293794893762,False
5816,SIS,0.6179999709129333,10,0.1005678306130891,0.0007411837577819824,0.7005415443894347,False
6554,SIS,0.014999999664723873,10,0.011906365455055424,0.0001905480894492939,0.15785582066650106,False
1711,SIR,0.017000000923871994,10,0.005545079724832894,9.49254899751395e-05,0.13733082214109035,False
9743,SIS,0.3855000138282776,10,0.3094661897113641,0.0010450925910845399,0.5297844210045684,False
3696,SIR,0.8110918402671814,10,0.8742162279182263,0.0024419529363512993,0.8210813882435071,False
4964,SIR,0.625,10,0.9949951438763274,0.0013941421639174223,0.6714956524724827,False
2214,SIR,0.0048828125,10,0.06594576169529638,9.994143965741387e-07,0.005449332583945875,False
4178,SIR,0.0024999999441206455,10,0.033608142771814904,1.3830161833539023e-06,0.004267563556982959,False
1990,SIR,0.2849999964237213,10,0.5279628792242094,0.0007916673202998936,0.5507621325660124,False
9836,SIS,0.5015000104904175,10,0.39376685708940945,0.0009040525765158236,0.6459189161909288,False
9322,SIS,0.0024999999441206455,10,0.0024999999441206455,7.193890633061528e-05,0.2218890815113492,False
9264,SIS,0.0024999999441206455,10,0.0024999999441206455,1.920041540870443e-05,0.04105570161148831,False
6515,SIS,0.007000000216066837,10,0.17268973255585088,0.00034629914443939924,0.23905081166225048,False
7295,SIS,0.0048828125,10,0.0048828125,3.386306343600154e-05,0.00396210204422651,False
3451,SIR,0.5845506191253662,10,0.6581202230245178,0.00042396943899802864,0.6143569206993152,False
5949,SIS,0.7590000033378601,10,0.976777672704119,0.0019317836267873645,0.9097611278392752,False
4127,SIR,0.003000000026077032,10,0.004028216101323221,1.443536802980816e-06,0.004077676191937367,False
9216,SIS,0.005499999970197678,10,0.10622711866279091,0.00017801787180360407,0.23029686377400968,False
951,SIR,0.9399999976158142,10,0.9708294092494719,0.0018157095182687044,0.9026163349327251,False
6231,SIS,0.004999999888241291,10,0.004999999888241291,1.4456114513450302e-05,0.006512746448735404,False
4659,SIR,0.0024999999441206455,10,0.033608142771814904,1.3830161833539023e-06,0.004267563556982959,False
8283,SIS,0.23025500774383545,10,0.08036949627111896,0.0003190110146533698,0.31496911990341614,False
3037,SIR,0.001485516200773418,10,0.002094265894454838,1.7210381884069648e-06,0.0027109549107091433,False
8170,SIS,0.10076751559972763,10,0.12823822137999222,0.0003357641107868403,0.35543326925019214,False
8280,SIS,0.224065363407135,10,0.12965026941314597,0.0002281631313962862,0.4772834651385146,False
4389,SIR,0.0024999999441206455,10,0.033608142771814904,1.3830161833539023e-06,0.004267563556982959,False
6380,SIS,0.004999999888241291,10,0.004999999888241291,1.1675007954181638e-05,0.015951447318886133,False
4727,SIR,0.5419999957084656,10,0.9002851170730687,0.0009855340467765927,0.5933924660643477,False
6191,SIS,0.004999999888241291,10,0.004999999888241291,1.3886402484786231e-05,0.005697161959918977,False
6307,SIS,0.004999999888241291,10,0.004999999888241291,2.0742656943184556e-06,0.014479280795214445,False
7959,SIS,0.7431640625,10,0.9541224425975033,0.0006460549193434417,0.7777710831939917,False
928,SIR,0.9309999942779541,10,0.9919410160265619,0.0005199507577344775,0.8163742573667876,False
7313,SIS,0.0048828125,10,0.0048828125,1.3433753338176757e-05,0.006512746448735404,False
4911,SIR,0.8174999952316284,10,0.9934122503199543,0.0017131607746705413,0.75326244550035,False
4042,SIR,0.0024999999441206455,10,0.02478117339848555,1.4933575585018843e-06,0.005041995384017208,False
2674,SIR,0.009765625,10,0.05463902547696443,1.928318624777603e-06,0.0029267933816081505,False
6008,SIS,0.004999999888241291,10,0.004999999888241291,1.3027844261159771e-06,0.005449332583945875,False
8567,SIS,0.6169844269752502,10,0.9802173858108878,0.00040290021570399404,0.662100729476231,False
190,SIR,0.004999999888241291,10,0.06749643542999019,9.910384051181609e-07,0.005449332583945875,False
8426,SIS,0.4342659115791321,10,0.1985251812409252,0.0004156247014179826,0.3684634188903214,False
9290,SIS,0.0024999999441206455,10,0.0024999999441206455,1.7531425328343175e-05,0.028838557514091392,False
1804,SIR,0.07500000298023224,10,0.301402822497612,0.0004012151330243796,0.5441690518666968,False
6092,SIS,0.004999999888241291,10,0.004999999888241291,3.81124482373707e-05,0.017763018659620756,False
8788,SIS,0.7828670740127563,10,0.5618824869116472,0.00797833502292633,0.8316646047620854,False
1252,SIR,0.004999999888241291,10,0.06749643542999019,9.910384051181609e-07,0.005449332583945875,False
7952,SIS,0.75390625,10,0.08011575973858945,0.00021627539535984397,0.37980453343720433,False
972,SIR,0.9649999737739563,10,0.9865890706303505,0.0018483521416783333,0.8922786438022524,False
9994,SIS,0.6865000128746033,10,0.5879577856990241,0.0008550072670914233,0.7034074543603371,False
3141,SIR,0.001733102253638208,10,0.03923994305023016,2.7114774638903327e-06,0.019502499883276386,False
8229,SIS,0.001733102253638208,10,0.001237930147908628,3.5262877645436674e-05,0.1069434708227054,False
4837,SIR,0.0024999999441206455,10,0.033608142771814904,1.3830161833539023e-06,0.004267563556982959,False
8907,SIS,0.8494676947593689,10,0.7292329943730508,0.0018524728948250413,0.8550574979941156,False
1297,SIR,0.004999999888241291,10,0.044590221205772246,1.0612787946229219e-06,0.005449332583945875,False
4160,SIR,0.0024999999441206455,10,0.0037695720497672013,1.4402503438759595e-06,0.004077676191937367,False
8169,SIS,0.1000247597694397,10,0.3137600662219053,0.00043004145845770836,0.371286385533706,False
3510,SIR,0.5739044547080994,10,0.6814447018538935,0.00043192680459469557,0.6105897997236931,False
7181,SIS,0.0048828125,10,0.0048828125,1.1519739018694963e-05,0.006512746448735404,False
2723,SIR,0.017578125,10,0.15723128685538376,0.0001927608682308346,0.04703140289990456,False
7037,SIS,0.0048828125,10,0.0048828125,3.0180995963746682e-05,0.006667836509668583,False
9456,SIS,0.004000000189989805,10,0.1434270249290188,0.00014967532479204237,0.3623811556940553,False
2449,SIR,0.0068359375,10,0.12613720943735401,1.8764058040687814e-06,0.006123929822641014,False
9377,SIS,0.0024999999441206455,10,0.0024999999441206455,2.1203127289481927e-06,0.0074391935048658065,False
9981,SIS,0.6809999942779541,10,0.6123929846088053,0.0021830445621162653,0.6624606623589685,False
5529,SIS,0.004999999888241291,10,0.004999999888241291,2.406813291599974e-05,0.02740958312036279,False
5307,SIS,0.004999999888241291,10,0.004999999888241291,4.934080061502755e-05,0.02818512426922485,False
1112,SIR,0.004999999888241291,10,0.06749643542999019,9.910384051181609e-07,0.005449332583945875,False
4807,SIR,0.0024999999441206455,10,0.0038220336005566815,1.7500905187262106e-06,0.005881274147158341,False
9097,SIS,0.0024999999441206455,10,0.0024999999441206455,6.746422877768055e-05,0.09777580524817545,False
9243,SIS,0.0024999999441206455,10,0.0024999999441206455,1.4995904166426044e-05,0.011065297606886994,False
9584,SIS,0.0024999999441206455,10,0.0024999999441206455,2.0286679500713944e-05,0.02759363416306377,False
9056,SIS,0.0024999999441206455,10,0.0024999999441206455,1.6776401025708765e-05,0.00992234435911977,False
1066,SIR,0.004999999888241291,10,0.050430052259810954,1.1053596153942635e-06,0.005449332583945875,False
8213,SIS,0.1668729931116104,10,0.39285207839692454,0.0004654761287383735,0.3203843672710508,False
3629,SIR,0.760831892490387,10,0.9384797101271365,0.003527121851220727,0.8699563326115922,False
1081,SIR,0.004999999888241291,10,0.03966924589688349,1.4041177109902492e-06,0.005449332583945875,False
2546,SIR,0.0068359375,10,0.10678912883259069,1.8998717905560625e-06,0.005322826181498596,False
6782,SIS,0.19900000095367432,10,0.5306358101637026,0.00016647933807689697,0.28027831091714844,False
5194,SIS,0.004999999888241291,10,0.004999999888241291,2.085818414343521e-05,0.009576375372223557,False
5231,SIS,0.004999999888241291,10,0.004999999888241291,1.3372756257012952e-05,0.02094088945613478,False
2891,SIR,0.060546875,10,0.21585959118259587,0.0005396855995059013,0.09142035093702669,False
6960,SIS,0.7670000195503235,10,0.10248913880709029,0.0005423547700047493,0.7018127927521093,False
9936,SIS,0.6299999952316284,10,0.5208456129200131,0.0031966480892151594,0.8869592788757857,False
8484,SIS,0.5033423900604248,10,0.11621896243975242,0.0003256624040659517,0.47197457860155473,False
5507,SIS,0.009999999776482582,10,0.7364542959763609,0.0005572073278017342,0.4669994644993256,False
9532,SIS,0.1835000067949295,10,0.1015781632974067,0.00025373752578161657,0.35285035212465876,False
8895,SIS,0.8294132351875305,10,0.6552640852523796,0.0018556700088083744,0.8371100197213979,False
3762,SIR,0.9445407390594482,10,0.9723622997418709,0.002906899433583021,0.8578146204021548,False
8277,SIS,0.22059915959835052,10,0.001237930147908628,7.45816869311966e-05,0.12090463802796811,False
513,SIR,0.013000000268220901,10,0.1496445729541006,0.00011282147897873074,0.17081432662043156,False
991,SIR,0.9679999947547913,10,0.9924289846794055,0.0013664684956893325,0.876415162502988,False
1155,SIR,0.006000000052154064,10,0.05813098331818995,1.6006616760932957e-06,0.0024197664282442494,False
1085,SIR,0.006000000052154064,10,0.06991828556941143,1.2415226819939562e-06,0.015155823602760967,False
250,SIR,0.004999999888241291,10,0.0337586224218333,1.2411521765898215e-06,0.005825704918158242,False
3330,SIR,0.2703639566898346,10,0.42637224762533316,0.00033131716190837324,0.4162652029036105,False
3389,SIR,0.32235702872276306,10,0.003102516035942086,2.367586967011448e-05,0.05188408561124932,False
1856,SIR,0.21199999749660492,10,0.4195962061736667,0.0004235799715388566,0.6207048840075222,False
1262,SIR,0.006000000052154064,10,0.05690381545353378,1.131779640672903e-06,0.005449332583945875,False
3943,SIR,0.9772220849990845,10,0.999633722602744,0.002890039933845401,0.9331293556663934,False
4499,SIR,0.0044999998062849045,10,0.0027237078057117292,2.6615407477947883e-05,0.05333550480454347,False
5170,SIS,0.004999999888241291,10,0.004999999888241291,2.906433837779332e-05,0.010448562290908675,False
5018,SIS,0.004999999888241291,10,0.004999999888241291,1.5040560356283095e-05,0.018639043218163603,False
2693,SIR,0.005859375,10,0.06692232208919544,1.3228498119133292e-06,0.006123929822641014,False
8479,SIS,0.5001237988471985,10,0.11869676431332392,0.00033574807457625866,0.4867908427682335,False
2953,SIR,0.841796875,10,0.3265577131718624,0.0006332258926704526,0.431098158512354,False
2026,SIR,0.005859375,10,0.06692232208919544,1.3228498119133292e-06,0.006123929822641014,False
5571,SIS,0.009999999776482582,10,0.8660243635070041,0.00031788740307092667,0.4992704023925221,False
404,SIR,0.007000000216066837,10,0.15587113215341813,2.6569618967187125e-06,0.012093103763089216,False
1167,SIR,0.004999999888241291,10,0.044590221205772246,1.0612787946229219e-06,0.005449332583945875,False
7123,SIS,0.0048828125,10,0.0048828125,2.480608418409247e-05,0.01204302940845962,False
6367,SIS,0.004999999888241291,10,0.004999999888241291,1.0612787946229219e-06,0.005449332583945875,False
3763,SIR,0.9262193441390991,10,0.9938346891622344,0.003156021935865283,0.9138764579235766,False
3057,SIR,0.001733102253638208,10,0.036872078077490385,2.319987061127904e-06,0.0028983994507912622,False
9371,SIS,0.005499999970197678,10,0.05719686883877263,0.0004600058891810477,0.6553874739015719,False
9635,SIS,0.27300000190734863,10,0.9630829230610138,0.0003699197550304234,0.4145998140013267,False
5072,SIS,0.004999999888241291,10,0.004999999888241291,1.0798727998917457e-05,0.006512746448735404,False
5687,SIS,0.2549999952316284,10,0.09936401937295326,0.0008412596071138978,0.5459511256158278,False
2433,SIR,0.0048828125,10,0.055546461031396425,1.1424864396758494e-06,0.005449332583945875,False
1895,SIR,0.14900000393390656,10,0.3626622276757404,8.470750617561862e-05,0.21735502332762702,False
7160,SIS,0.0048828125,10,0.0048828125,4.894802259514108e-05,0.03977254752558375,False
4366,SIR,0.0024999999441206455,10,0.0031379245069443084,1.5448873682544217e-06,0.0067729043615487325,False
983,SIR,0.9559999704360962,10,0.9999719565807467,0.002998347394168377,0.9047966627444927,False
9490,SIS,0.0024999999441206455,10,0.0024999999441206455,1.595369576534722e-05,0.04012313279954481,False
6371,SIS,0.004999999888241291,10,0.004999999888241291,1.1101813470304478e-05,0.007745205458835688,False
1136,SIR,0.004999999888241291,10,0.050430052259810954,1.1053596153942635e-06,0.005449332583945875,False
7208,SIS,0.0048828125,10,0.0048828125,1.909527236421127e-05,0.009543810611629669,False
5034,SIS,0.004999999888241291,10,0.004999999888241291,1.2689637287621736e-06,0.005449332583945875,False
933,SIR,0.9390000104904175,10,0.9921681860185024,0.0004271329671610147,0.8453118463076753,False
6466,SIS,0.008999999612569809,10,0.033431755105701406,0.00015101155440788716,0.0731873288455938,False
3234,SIR,0.001980688190087676,10,0.0027725822804276394,1.8444579836796038e-05,0.03369114087697855,False
4661,SIR,0.351500004529953,10,0.8456805110451666,0.0007433400605805218,0.6007852663445306,False
9388,SIS,0.08150000125169754,10,0.05869399311081758,7.953674503369257e-05,0.10137966715250889,False
5271,SIS,0.004999999888241291,10,0.004999999888241291,3.319880488561466e-05,0.024383313645124846,False
7774,SIS,0.0087890625,10,0.14660849283159666,8.631770469946787e-05,0.040263807051507866,False
1279,SIR,0.006000000052154064,10,0.008061104954827493,1.6451921283078264e-06,-0.00516035337418968,False
9331,SIS,0.0024999999441206455,10,0.0024999999441206455,1.7878155631478876e-06,0.0067729043615487325,False
242,SIR,0.006000000052154064,10,0.10481798905182488,1.6473776440761867e-06,0.012093103763089216,False
4069,SIR,0.003000000026077032,10,0.033608142771814904,1.3830161833539023e-06,0.004267563556982959,False
5988,SIS,0.796999990940094,10,0.9798227760228833,0.0012259329669177532,0.9074362009758487,False
9725,SIS,0.38350000977516174,10,0.32473244251701755,0.0008981216233223677,0.5493480171278973,False
5609,SIS,0.007000000216066837,10,0.010530023515259418,0.00028050527907907963,0.3209794907000869,False
735,SIR,0.5519999861717224,10,0.13783954891915104,0.0002718294272199273,0.12691877411750083,False
125,SIR,0.004999999888241291,10,0.06749643542999019,9.910384051181609e-07,0.005449332583945875,False
1205,SIR,0.006000000052154064,10,0.09905345602270652,1.6396629689552356e-06,0.01879521821298914,False
6808,SIS,0.5080000162124634,10,0.06047074486910746,0.0006024460308253765,0.6192134074333684,False
7334,SIS,0.0048828125,10,0.0048828125,2.645893437147606e-05,0.0053774105791809124,False
3584,SIR,0.6917554140090942,10,0.9057193859507281,0.0014745739754289389,0.7944179872368577,False
8836,SIS,0.8162911534309387,10,0.46399094835998084,0.005873133894056082,0.8720986655453237,False
7182,SIS,0.0048828125,10,0.0048828125,1.9092176444246434e-05,0.008721476884408915,False
9177,SIS,0.0024999999441206455,10,0.0024999999441206455,1.9121048353554215e-06,0.005041995384017208,False
4233,SIR,0.0024999999441206455,10,0.02478117339848555,1.4933575585018843e-06,0.005041995384017208,False
3744,SIR,0.8549146056175232,10,0.9518442924788666,0.0019539142958819866,0.7146001784579578,False
8664,SIS,0.716018795967102,10,0.3437017295558422,0.002496167318895459,0.8378468674732956,False
129,SIR,0.004999999888241291,10,0.050430052259810954,1.1053596153942635e-06,0.005449332583945875,False
3486,SIR,0.7036395072937012,10,0.5895665737640634,0.0002981798315886408,0.5130154897196821,False
7949,SIS,0.65234375,10,0.08557123833720907,0.0006593072903342545,0.052235121007717975,False
7059,SIS,0.0048828125,10,0.0048828125,1.188011810882017e-05,0.006512746448735404,False
9722,SIS,0.38449999690055847,10,0.9729145456566268,0.0008293414139188826,0.6854249891012578,False
5526,SIS,0.007000000216066837,10,0.004999999888241291,6.788518658140674e-05,0.0943444966423848,False
8049,SIS,0.001237930147908628,10,0.001237930147908628,1.863675788627006e-05,0.01560874829336794,False
1597,SIR,0.017000000923871994,10,0.006257147393315793,0.00019511094433255494,0.16499482093027065,False
9282,SIS,0.0024999999441206455,10,0.0024999999441206455,1.668155709921848e-05,0.01036155651372383,False
236,SIR,0.004999999888241291,10,0.044590221205772246,1.0612787946229219e-06,0.005449332583945875,False
7803,SIS,0.341796875,10,0.0048828125,0.0002770067367237061,0.10402203141931579,False
7368,SIS,0.0048828125,10,0.0048828125,7.758758874842897e-05,0.027932651413887254,False
9338,SIS,0.0024999999441206455,10,0.0024999999441206455,3.253668182878755e-05,0.031651735904916406,False
481,SIR,0.009999999776482582,10,0.005414839039721241,4.799927046406083e-05,0.03760258303122859,False
9946,SIS,0.6274999976158142,10,0.4878688053252084,0.0014414478791877627,0.7181316486232246,False
5215,SIS,0.004999999888241291,10,0.004999999888241291,2.9122656997060403e-05,0.00864557651609175,False
3723,SIR,0.89626145362854,10,0.9523328210880511,0.001589281833730638,0.8862357897075648,False
1521,SIR,0.012000000104308128,10,0.13203016235965737,4.665691085392609e-05,0.045799300146712255,False
5770,SIS,0.5450000166893005,10,0.15528291402926944,0.0006000340799801052,0.7653118599666342,False
6487,SIS,0.006000000052154064,10,0.004999999888241291,2.0954281353624538e-05,0.04547846058985308,False
2502,SIR,0.01171875,10,0.0999251919925303,0.00010138726065633819,0.029250085467689518,False
2635,SIR,0.0068359375,10,0.06433243769514002,1.670797360020515e-06,0.0029267933816081505,False
1520,SIR,0.00800000037997961,10,0.1135977528851986,1.7361186337438994e-06,0.015155823602760967,False
5681,SIS,0.2409999966621399,10,0.03186463687029909,0.00040123541839420795,0.21897457835571213,False
8866,SIS,0.8308987617492676,10,0.656156001030415,0.0034815839026123285,0.8523368149906261,False
7159,SIS,0.0048828125,10,0.0048828125,1.0633430065354332e-05,0.006512746448735404,False
4609,SIR,0.0024999999441206455,10,0.033608142771814904,1.3830161833539023e-06,0.004267563556982959,False
6985,SIS,0.7689999938011169,10,0.0883909174883114,0.000258642336120829,0.618205205040617,False
7494,SIS,0.005859375,10,0.0048828125,3.508245572447777e-05,0.005849687767931216,False
623,SIR,0.04899999871850014,10,0.98422820164598,0.00037632978637702763,0.4350862263278117,False
3594,SIR,0.6464471220970154,10,0.733392677207083,0.00035665702307596803,0.4799481541576104,False
8358,SIS,0.36766526103019714,10,0.9731148707489282,0.0003141290508210659,0.43969929673361585,False
5479,SIS,0.004999999888241291,10,0.004999999888241291,2.085818414343521e-05,0.009576375372223557,False
7931,SIS,0.6728515625,10,0.03627157242051522,0.0004908457049168646,0.057095786866278225,False
7352,SIS,0.0048828125,10,0.0048828125,1.4742149687663186e-06,0.005449332583945875,False
9869,SIS,0.5755000114440918,10,0.466791787259189,0.0041021122597157955,0.6222982011477305,False
7415,SIS,0.0048828125,10,0.0048828125,2.6950556275551207e-05,0.009523561294114875,False
2544,SIR,0.005859375,10,0.00783233571566071,1.206161869049538e-06,0.006123929822641014,False
5826,SIS,0.6240000128746033,10,0.10936197289361654,0.0004501027287915349,0.7567023064707198,False
8970,SIS,0.8620945811271667,10,0.7665435956518846,0.0018168853130191565,0.8718437952257269,False
9986,SIS,0.6779999732971191,10,0.5711534899227204,0.0008035624050535262,0.7034074543603371,False
412,SIR,0.004999999888241291,10,0.050430052259810954,1.1053596153942635e-06,0.005449332583945875,False
9128,SIS,0.003000000026077032,10,0.0024999999441206455,3.1677523111284245e-06,0.03605672946294145,False
53,SIR,0.004999999888241291,10,0.06749643542999019,9.910384051181609e-07,0.005449332583945875,False
5778,SIS,0.5609999895095825,10,0.03982307082554121,0.0003671972663141787,0.35080033145522577,False
6764,SIS,0.3959999978542328,10,0.05405354970317929,0.0005893491907045245,0.7158093001358019,False
2049,SIR,0.005859375,10,0.10698223728433572,1.4640810377386515e-06,0.006123929822641014,False
1914,SIR,0.5139999985694885,10,0.47008670108913286,0.000369168643373996,0.526281973937674,False
6447,SIS,0.007000000216066837,10,0.004999999888241291,4.839144821744412e-05,0.06808011757963538,False
8841,SIS,0.8093587756156921,10,0.6351082309056904,0.00368118891492486,0.8294853356978023,False
2209,SIR,0.0048828125,10,0.06594576169529638,9.994143965741387e-07,0.005449332583945875,False
8774,SIS,0.7846001386642456,10,0.42969812857208406,0.004411979112774134,0.8565519069101483,False
4533,SIR,0.0035000001080334187,10,0.053841477527603696,1.972024392671301e-06,0.01709333872983711,False
2504,SIR,0.009765625,10,0.1370030041621688,4.379496203910094e-06,0.022666504135488198,False
8977,SIS,0.866055965423584,10,0.7781381162323879,0.0029396088793873787,0.8710368993731413,False
5145,SIS,0.004999999888241291,10,0.004999999888241291,4.05402242904529e-05,0.021806983769972005,False
5925,SIS,0.7630000114440918,10,0.973472071398585,0.0006879812572151423,0.8893374176137018,False
9062,SIS,0.0024999999441206455,10,0.0024999999441206455,2.5835801352513954e-05,0.027911659183475396,False
4448,SIR,0.0024999999441206455,10,0.0037695720497672013,1.4402503438759595e-06,0.004077676191937367,False
2760,SIR,0.0087890625,10,0.01126123695724303,3.056111154364771e-06,0.010283898241323601,False
327,SIR,0.00800000037997961,10,0.005324342126361204,1.7883658074424602e-05,0.04432117151496643,False
1753,SIR,0.03799999877810478,10,0.21743271028718766,0.00019589759176597,0.27196684445976216,False
7577,SIS,0.005859375,10,0.0048828125,5.367978519643657e-05,0.019723655457666897,False
7418,SIS,0.0048828125,10,0.0048828125,1.332775082119042e-05,0.006136374114523035,False
2839,SIR,0.0751953125,10,0.05267709805450352,0.0002360538928769529,-0.0001795218598120665,False
2192,SIR,0.0048828125,10,0.006231858723196455,1.2262303243915085e-06,0.005825704918158242,False
7397,SIS,0.0048828125,10,0.0048828125,2.3839584173401818e-05,0.004864598193688714,False
6591,SIS,0.009999999776482582,10,0.06717798606013242,0.000268202944425866,0.30163438202136356,False
3549,SIR,0.6947264075279236,10,0.9970816890807807,0.0003200644569005817,0.5358253469598835,False
3261,SIR,0.13542956113815308,10,0.999566575067865,0.00035278432187624276,0.38583342096887263,False
3251,SIR,0.24362465739250183,10,0.9904675455882114,0.000313955097226426,0.36798533452268467,False
2055,SIR,0.0048828125,10,0.055546461031396425,1.1424864396758494e-06,0.005449332583945875,False
2938,SIR,0.6396484375,10,0.4771966699747095,0.0004443902871571481,0.6202704768058067,False
337,SIR,0.006000000052154064,10,0.09382124735838607,1.4087303270571283e-06,0.008749269690112018,False
797,SIR,0.7369999885559082,10,0.3613450319856739,0.0005387584096752107,0.4748402862362903,False
3746,SIR,0.9059172868728638,10,0.8441604915448055,0.0008262639166787267,0.7407522123864366,False
904,SIR,0.9409999847412109,10,0.9919371637852845,0.0005697316373698413,0.7842097985041044,False
5813,SIS,0.6359999775886536,10,0.9512791152738282,0.0006672159070149064,0.8014888844223107,False
832,SIR,0.8579999804496765,10,0.991281889942922,0.00038801171467639506,0.7377769252590226,False
4115,SIR,0.0035000001080334187,10,0.0655933251437429,2.5251902115996927e-06,0.0065348342612855615,False
4417,SIR,0.0024999999441206455,10,0.02478117339848555,1.4933575585018843e-06,0.005041995384017208,False
16,SIR,0.004999999888241291,10,0.06749643542999019,9.910384051181609e-07,0.005449332583945875,False
339,SIR,0.004999999888241291,10,0.006383262669353179,1.2160705864516785e-06,0.005825704918158242,False
5277,SIS,0.004999999888241291,10,0.004999999888241291,1.1601322512433399e-05,0.006512746448735404,False
6321,SIS,0.004999999888241291,10,0.004999999888241291,1.4344972441904247e-05,0.005697161959918977,False
4556,SIR,0.0024999999441206455,10,0.028140753759548536,1.5510491948589333e-06,0.004267563556982959,False
6526,SIS,0.006000000052154064,10,0.004999999888241291,4.0782262658467516e-05,0.03305412082237407,False
9240,SIS,0.0024999999441206455,10,0.0024999999441206455,1.7638485587667674e-05,0.010211293729685555,False
1719,SIR,0.057999998331069946,10,0.2005484889175356,0.00025569371064193547,0.3765760799500842,False
8364,SIS,0.3637038767337799,10,0.9719876890478988,0.00032765240757726133,0.5390470405970382,False
3981,SIR,0.9725179672241211,10,0.99993184448024,0.006588557735085487,0.9599927673246867,False
661,SIR,0.004999999888241291,10,0.006383262669353179,1.2160705864516785e-06,0.005825704918158242,False
760,SIR,0.6899999976158142,10,0.3868256666665717,0.000608832691796124,0.6148307372137721,False
6514,SIS,0.006000000052154064,10,0.004999999888241291,0.00011718755558831617,0.11350704923323478,False
666,SIR,0.29100000858306885,10,0.29953088636700886,0.0008815586334094405,0.37113735747882154,False
6187,SIS,0.004999999888241291,10,0.004999999888241291,3.968685268773697e-05,0.021381179930560133,False
5192,SIS,0.004999999888241291,10,0.004999999888241291,1.8124355847248808e-05,0.008646387788140504,False
4565,SIR,0.0024999999441206455,10,0.028140753759548536,1.5510491948589333e-06,0.004267563556982959,False
523,SIR,0.008999999612569809,10,0.13134452829200155,2.2389462174032815e-05,0.024803887277918758,False
606,SIR,0.041999999433755875,10,0.9761097081537844,0.0002150271029677242,0.47971328163131466,False
